Month,Day,Time,Lane,Class,Speed,Length,Headway,Direction
7,12,9:34:10 AM,1,3,61,1434,13,WB
7,12,9:34:51 AM,1,3,72,1648,41,WB
7,12,9:35:05 AM,1,3,69,1706,14,WB
7,12,9:35:36 AM,1,3,71,1641,31,WB
7,12,9:35:40 AM,1,2,72,1533,4,WB
7,12,9:36:47 AM,1,2,71,1521,67,WB
7,12,9:37:20 AM,1,2,71,1406,33,WB
7,12,9:38:04 AM,1,5,66,5850,44,WB
7,12,9:38:38 AM,1,3,82,1583,34,WB
7,12,9:39:31 AM,1,2,72,1308,53,WB
7,12,9:39:48 AM,1,3,71,1755,17,WB
7,12,9:40:13 AM,1,3,72,1812,25,WB
7,12,9:40:56 AM,1,2,74,1500,43,WB
7,12,9:41:11 AM,1,2,71,1407,15,WB
7,12,9:42:54 AM,1,2,62,1566,103,WB
7,12,9:43:03 AM,1,3,60,1747,9,WB
7,12,9:45:15 AM,1,2,67,1354,132,WB
7,12,9:45:17 AM,1,2,66,1479,2,WB
7,12,9:45:23 AM,1,2,71,1276,6,WB
7,12,9:45:55 AM,1,3,66,1464,32,WB
7,12,9:46:18 AM,1,6,60,2750,23,WB
7,12,9:47:55 AM,1,3,69,1419,97,WB
7,12,9:48:16 AM,1,2,72,1689,21,WB
7,12,9:49:29 AM,1,9,66,6508,73,WB
7,12,9:49:34 AM,1,3,69,1570,5,WB
7,12,9:50:04 AM,1,4,67,3394,30,WB
7,12,9:50:23 AM,1,3,91,1721,19,WB
7,12,9:50:37 AM,1,2,71,1453,14,WB
7,12,9:51:42 AM,1,2,72,1403,65,WB
7,12,9:52:53 AM,1,2,69,1473,71,WB
7,12,9:54:23 AM,1,5,60,4700,90,WB
7,12,9:55:04 AM,1,2,0,1005,41,WB
7,12,9:55:34 AM,1,2,73,1309,30,WB
7,12,9:55:35 AM,1,2,54,1310,1,WB
7,12,9:55:38 AM,1,3,57,1647,3,WB
7,12,9:55:40 AM,1,2,59,1597,2,WB
7,12,9:55:41 AM,1,3,58,1687,1,WB
7,12,9:55:43 AM,1,3,63,1596,2,WB
7,12,9:55:50 AM,1,10,64,6583,7,WB
7,12,9:59:38 AM,1,3,68,1685,228,WB
7,13,9:01:16 AM,1,13,57,9557,86,WB
7,13,9:01:20 AM,1,2,55,1430,4,WB
7,13,9:01:26 AM,1,6,56,2586,6,WB
7,13,9:01:27 AM,1,2,56,1358,1,WB
7,13,9:01:28 AM,1,2,56,1670,1,WB
7,13,9:02:15 AM,1,2,60,1523,47,WB
7,13,9:02:24 AM,1,2,55,1347,9,WB
7,13,9:03:03 AM,1,2,69,1473,39,WB
7,13,9:03:05 AM,1,2,67,1269,2,WB
7,13,9:03:19 AM,1,3,62,1877,14,WB
7,13,9:04:29 AM,1,2,69,1544,70,WB
7,13,9:04:51 AM,1,3,65,1682,22,WB
7,13,9:05:25 AM,1,2,63,1408,34,WB
7,13,9:05:27 AM,1,9,61,4827,2,WB
7,13,9:05:35 AM,1,3,72,1972,8,WB
7,13,9:06:34 AM,1,6,65,2682,59,WB
7,13,9:06:44 AM,1,2,68,1570,10,WB
7,13,9:07:51 AM,1,3,66,3328,67,WB
7,13,9:08:04 AM,1,3,64,1664,13,WB
7,13,9:09:40 AM,1,2,71,1432,96,WB
7,13,9:10:46 AM,1,3,71,3997,#REF!,WB
7,13,9:11:22 AM,1,3,68,4557,36,WB
7,13,9:11:26 AM,1,2,72,1414,4,WB
7,13,9:11:40 AM,1,3,65,1661,14,WB
7,13,9:12:14 AM,1,3,69,1453,34,WB
7,13,9:12:55 AM,1,2,69,1600,41,WB
7,13,9:12:57 AM,1,2,68,1485,2,WB
7,13,9:13:00 AM,1,2,74,1468,3,WB
7,13,9:13:29 AM,1,9,61,5851,29,WB
7,13,9:13:35 AM,1,2,78,1526,6,WB
7,13,9:16:29 AM,1,6,58,3054,174,WB
7,13,9:16:42 AM,1,2,59,1293,13,WB
7,13,9:16:57 AM,1,3,75,1728,15,WB
7,13,9:17:48 AM,1,2,72,1526,51,WB
7,13,9:17:56 AM,1,2,78,1446,8,WB
7,13,9:18:22 AM,1,2,75,1492,26,WB
7,13,9:18:39 AM,1,2,75,1388,17,WB
7,13,9:20:34 AM,1,2,72,1410,115,WB
7,13,9:20:48 AM,1,2,68,1330,14,WB
7,13,9:21:15 AM,1,3,76,1732,27,WB
7,13,9:21:30 AM,1,2,71,1479,15,WB
7,13,9:21:36 AM,1,14,0,276,6,WB
7,13,9:22:17 AM,1,3,62,1628,41,WB
7,13,9:22:18 AM,1,2,72,1515,1,WB
7,13,9:22:20 AM,1,3,71,1739,2,WB
7,13,9:22:23 AM,1,3,69,1799,3,WB
7,13,9:22:25 AM,1,2,68,1507,2,WB
7,13,9:22:30 AM,1,2,76,1653,5,WB
7,13,9:22:44 AM,1,2,68,1495,14,WB
7,13,9:22:53 AM,1,2,64,1457,9,WB
7,13,9:23:00 AM,1,3,66,3635,7,WB
7,13,9:24:22 AM,1,2,72,1685,82,WB
7,13,9:24:40 AM,1,3,70,1622,18,WB
7,13,9:26:07 AM,1,2,81,1358,87,WB
7,13,9:26:47 AM,1,2,65,1641,40,WB
7,13,9:26:49 AM,1,3,67,3689,2,WB
7,13,9:27:12 AM,1,2,77,1368,23,WB
7,13,9:27:15 AM,1,2,71,1328,3,WB
7,13,9:27:23 AM,1,3,72,1989,8,WB
7,13,9:27:58 AM,1,2,57,2697,35,WB
7,13,9:28:21 AM,1,14,72,291,23,WB
7,13,9:28:24 AM,1,14,0,187,3,WB
7,13,9:29:15 AM,1,2,73,1439,51,WB
7,13,9:29:18 AM,1,2,71,1523,3,WB
7,13,9:29:57 AM,1,2,73,1482,39,WB
7,13,9:30:29 AM,1,5,65,4754,32,WB
7,13,9:30:30 AM,1,2,65,1581,1,WB
7,13,9:30:31 AM,1,2,65,1453,1,WB
7,13,9:30:51 AM,1,3,72,1646,20,WB
7,13,9:30:59 AM,1,3,69,1717,8,WB
7,13,9:31:05 AM,1,2,68,1340,6,WB
7,13,9:31:10 AM,1,3,69,1711,5,WB
7,13,9:31:16 AM,1,2,72,1592,6,WB
7,13,9:31:20 AM,1,2,72,1442,4,WB
7,13,9:31:23 AM,1,3,71,1683,3,WB
7,13,9:32:20 AM,1,3,57,1661,57,WB
7,13,9:32:20 AM,1,14,155,8911,0,WB
7,13,9:33:30 AM,1,3,64,1627,70,WB
7,13,9:34:11 AM,1,2,65,1462,41,WB
7,13,9:35:28 AM,1,2,67,1473,77,WB
7,13,9:36:45 AM,1,2,63,1207,77,WB
7,13,9:37:52 AM,1,2,76,1575,67,WB
7,13,9:41:08 AM,1,3,75,1611,196,WB
7,13,9:42:24 AM,1,3,68,1920,76,WB
7,13,9:43:22 AM,1,2,67,1471,58,WB
7,13,9:43:25 AM,1,3,69,1539,3,WB
7,13,9:43:38 AM,1,2,69,1588,13,WB
7,13,9:44:01 AM,1,6,61,3495,23,WB
7,13,9:44:03 AM,1,2,63,1414,2,WB
7,13,9:44:54 AM,1,2,71,1392,51,WB
7,13,9:45:45 AM,1,3,55,1640,51,WB
7,13,9:45:59 AM,1,2,76,1378,14,WB
7,13,9:46:17 AM,1,2,77,1495,18,WB
7,13,9:47:48 AM,1,2,54,1091,91,WB
7,13,9:47:50 AM,1,2,56,1329,2,WB
7,13,9:47:52 AM,1,3,59,4319,2,WB
7,13,9:47:53 AM,1,2,67,1545,1,WB
7,13,9:48:39 AM,1,2,63,1465,46,WB
7,13,9:48:46 AM,1,2,64,1462,7,WB
7,13,9:48:47 AM,1,2,67,1564,1,WB
7,13,9:48:58 AM,1,2,78,1434,11,WB
7,13,9:49:20 AM,1,2,69,1357,22,WB
7,13,9:49:26 AM,1,2,68,1385,6,WB
7,13,9:50:38 AM,1,2,71,1492,72,WB
7,13,9:50:46 AM,1,2,71,1444,8,WB
7,13,9:50:50 AM,1,3,79,1710,4,WB
7,13,9:51:20 AM,1,2,69,1600,30,WB
7,13,9:51:38 AM,1,2,71,1495,18,WB
7,13,9:52:01 AM,1,2,69,1629,23,WB
7,13,9:52:30 AM,1,3,79,1675,29,WB
7,13,9:52:47 AM,1,5,62,2870,17,WB
7,13,9:52:48 AM,1,2,64,1495,1,WB
7,13,9:53:04 AM,1,3,74,1670,16,WB
7,13,9:53:12 AM,1,3,67,1418,8,WB
7,13,9:53:23 AM,1,3,54,1722,11,WB
7,13,9:53:26 AM,1,2,72,1499,3,WB
7,13,9:55:25 AM,1,2,78,1694,119,WB
7,13,9:56:04 AM,1,5,59,3106,39,WB
7,13,9:56:05 AM,1,2,59,1328,1,WB
7,13,9:56:07 AM,1,2,64,1547,2,WB
7,13,9:56:08 AM,1,3,64,1731,1,WB
7,13,9:56:43 AM,1,14,134,2577,35,WB
7,13,9:57:15 AM,1,2,74,1637,32,WB
7,13,9:57:45 AM,1,3,73,1341,30,WB
7,13,9:58:11 AM,1,2,67,1517,26,WB
7,13,9:58:27 AM,1,2,64,1488,16,WB
7,13,9:59:03 AM,1,2,77,1432,36,WB
7,13,9:59:56 AM,1,2,66,1606,53,WB
7,14,9:01:26 AM,1,3,68,1855,134,WB
7,14,9:01:44 AM,1,2,64,1416,18,WB
7,14,9:02:56 AM,1,2,75,1288,72,WB
7,14,9:04:12 AM,1,2,80,1606,76,WB
7,14,9:05:39 AM,1,2,70,1384,87,WB
7,14,9:05:44 AM,1,3,70,1586,5,WB
7,14,9:06:30 AM,1,2,67,1334,46,WB
7,14,9:06:35 AM,1,2,65,1398,5,WB
7,14,9:07:07 AM,1,3,56,1506,32,WB
7,14,9:07:24 AM,1,2,62,1406,17,WB
7,14,9:07:26 AM,1,9,59,6128,2,WB
7,14,9:07:34 AM,1,2,63,1338,8,WB
7,14,9:07:36 AM,1,3,65,1355,2,WB
7,14,9:07:41 AM,1,3,69,1463,5,WB
7,14,9:08:01 AM,1,3,70,1617,20,WB
7,14,9:09:12 AM,1,2,72,3033,71,WB
7,14,9:09:14 AM,1,2,73,1439,2,WB
7,14,9:09:16 AM,1,2,75,1616,2,WB
7,14,9:09:22 AM,1,3,80,3314,6,WB
7,14,9:10:05 AM,1,2,56,1448,43,WB
7,14,9:10:05 AM,1,3,56,1804,0,WB
7,14,9:10:08 AM,1,3,57,4482,3,WB
7,14,9:10:24 AM,1,2,77,1541,16,WB
7,14,9:10:41 AM,1,2,77,1504,17,WB
7,14,9:11:38 AM,1,3,67,2053,57,WB
7,14,9:11:49 AM,1,2,85,1518,11,WB
7,14,9:12:36 AM,1,2,69,1377,47,WB
7,14,9:12:46 AM,1,3,75,3297,10,WB
7,14,9:12:58 AM,1,3,71,1634,12,WB
7,14,9:13:38 AM,1,2,0,1250,40,WB
7,14,9:14:05 AM,1,3,72,1817,27,WB
7,14,9:14:37 AM,1,3,63,1737,32,WB
7,14,9:15:15 AM,1,3,61,1773,38,WB
7,14,9:15:29 AM,1,2,77,1507,14,WB
7,14,9:15:46 AM,1,2,70,1555,17,WB
7,14,9:16:00 AM,1,2,70,1632,14,WB
7,14,9:16:32 AM,1,2,63,1366,32,WB
7,14,9:16:34 AM,1,2,67,1545,2,WB
7,14,9:16:49 AM,1,3,79,1774,15,WB
7,14,9:17:51 AM,1,2,0,1138,62,WB
7,14,9:18:19 AM,1,2,67,1488,28,WB
7,14,9:18:21 AM,1,2,72,1705,2,WB
7,14,9:19:10 AM,1,2,0,1107,49,WB
7,14,9:19:21 AM,1,2,72,1584,11,WB
7,14,9:19:28 AM,1,2,69,1453,7,WB
7,14,9:19:36 AM,1,2,71,1568,8,WB
7,14,9:20:23 AM,1,2,71,1411,47,WB
7,14,9:21:43 AM,1,3,70,1637,80,WB
7,14,9:24:06 AM,1,3,70,1653,143,WB
7,14,9:24:26 AM,1,3,67,1727,20,WB
7,14,9:24:44 AM,1,3,71,3123,18,WB
7,14,9:26:11 AM,1,2,68,1537,87,WB
7,14,9:26:21 AM,1,2,67,1388,10,WB
7,14,9:26:28 AM,1,3,65,1480,7,WB
7,14,9:26:31 AM,1,3,69,1336,3,WB
7,14,9:27:12 AM,1,2,53,1487,41,WB
7,14,9:27:35 AM,1,2,67,1599,23,WB
7,14,9:29:39 AM,1,3,69,1844,124,WB
7,14,9:29:43 AM,1,2,65,1448,4,WB
7,14,9:29:44 AM,1,3,79,1587,1,WB
7,14,9:29:46 AM,1,2,75,1333,2,WB
7,14,9:30:49 AM,1,3,67,1800,63,WB
7,14,9:31:14 AM,1,9,65,5532,25,WB
7,14,9:34:11 AM,1,3,71,1860,177,WB
7,14,9:35:14 AM,1,2,63,1389,63,WB
7,14,9:36:29 AM,1,2,83,1452,75,WB
7,14,9:36:34 AM,1,2,78,1498,5,WB
7,14,9:38:00 AM,1,2,71,1328,86,WB
7,14,9:38:05 AM,1,2,71,1497,5,WB
7,14,9:38:23 AM,1,14,155,7450,18,WB
7,14,9:38:26 AM,1,3,65,1651,3,WB
7,14,9:39:43 AM,1,2,73,1552,77,WB
7,14,9:40:23 AM,1,2,66,1459,40,WB
7,14,9:40:25 AM,1,2,66,1396,2,WB
7,14,9:40:29 AM,1,2,72,1563,4,WB
7,14,9:40:33 AM,1,3,70,1824,4,WB
7,14,9:42:10 AM,1,3,49,1700,97,WB
7,14,9:42:56 AM,1,2,74,1386,46,WB
7,14,9:44:00 AM,1,2,68,1492,64,WB
7,14,9:44:31 AM,1,2,75,1294,31,WB
7,14,9:45:13 AM,1,3,73,1660,42,WB
7,14,9:46:19 AM,1,3,68,1865,66,WB
7,14,9:47:49 AM,1,3,78,1700,90,WB
7,14,9:48:17 AM,1,2,70,1405,28,WB
7,14,9:48:18 AM,1,2,71,1615,1,WB
7,14,9:48:21 AM,1,2,69,1443,3,WB
7,14,9:48:27 AM,1,2,68,1465,6,WB
7,14,9:48:32 AM,1,3,74,1888,5,WB
7,14,9:48:44 AM,1,2,71,1450,12,WB
7,14,9:49:33 AM,1,3,73,1687,49,WB
7,14,9:49:58 AM,1,2,75,1393,25,WB
7,14,9:50:19 AM,1,2,69,1397,21,WB
7,14,9:50:49 AM,1,3,67,4681,30,WB
7,14,9:50:50 AM,1,3,69,1716,1,WB
7,14,9:51:17 AM,1,2,69,1434,27,WB
7,14,9:51:29 AM,1,3,63,4082,12,WB
7,14,9:51:39 AM,1,3,71,1651,10,WB
7,14,9:51:49 AM,1,2,68,1275,10,WB
7,14,9:52:15 AM,1,3,67,1587,26,WB
7,14,9:52:23 AM,1,2,71,1583,8,WB
7,14,9:53:18 AM,1,2,71,1523,55,WB
7,14,9:53:27 AM,1,2,75,1453,9,WB
7,14,9:55:23 AM,1,3,73,1731,116,WB
7,14,9:55:45 AM,1,14,53,6408,22,WB
7,14,9:56:01 AM,1,2,65,1494,16,WB
7,14,9:56:13 AM,1,2,68,1542,12,WB
7,14,9:57:23 AM,1,14,64,4045,70,WB
7,14,9:57:39 AM,1,5,62,2550,16,WB
7,14,9:57:40 AM,1,14,155,13910,1,WB
7,14,9:57:41 AM,1,1,0,570,1,WB
7,14,9:57:42 AM,1,4,155,7516,1,WB
7,14,9:57:43 AM,1,2,65,1331,1,WB
7,14,9:57:53 AM,1,2,68,1517,10,WB
7,14,9:58:03 AM,1,2,72,1605,10,WB
7,14,9:58:05 AM,1,3,70,1674,2,WB
7,14,9:58:11 AM,1,3,74,1855,6,WB
7,15,9:00:08 AM,1,3,70,1612,145,WB
7,15,9:01:16 AM,1,3,67,1497,68,WB
7,15,9:01:33 AM,1,2,72,1442,17,WB
7,15,9:01:49 AM,1,9,61,6731,16,WB
7,15,9:02:01 AM,1,2,72,1582,12,WB
7,15,9:02:12 AM,1,2,69,1496,11,WB
7,15,9:03:17 AM,1,3,65,2862,65,WB
7,15,9:03:21 AM,1,3,61,4001,4,WB
7,15,9:03:40 AM,1,2,74,1631,19,WB
7,15,9:04:20 AM,1,2,77,1512,40,WB
7,15,9:04:51 AM,1,3,70,1622,31,WB
7,15,9:05:06 AM,1,2,68,1435,15,WB
7,15,9:05:09 AM,1,3,68,1805,3,WB
7,15,9:05:12 AM,1,3,72,1664,3,WB
7,15,9:05:16 AM,1,2,77,1521,4,WB
7,15,9:07:55 AM,1,2,51,1370,159,WB
7,15,9:09:01 AM,1,2,69,1529,66,WB
7,15,9:09:35 AM,1,3,61,1809,34,WB
7,15,9:10:42 AM,1,2,75,1662,67,WB
7,15,9:12:46 AM,1,3,66,3089,124,WB
7,15,9:12:52 AM,1,2,70,1627,6,WB
7,15,9:14:21 AM,1,2,69,1532,89,WB
7,15,9:14:28 AM,1,3,65,3030,7,WB
7,15,9:14:35 AM,1,2,75,1387,7,WB
7,15,9:14:36 AM,1,3,77,2166,1,WB
7,15,9:15:16 AM,1,2,75,1544,40,WB
7,15,9:15:39 AM,1,3,73,1709,23,WB
7,15,9:15:58 AM,1,14,59,2832,19,WB
7,15,9:16:06 AM,1,2,73,1525,8,WB
7,15,9:17:12 AM,1,2,69,1465,66,WB
7,15,9:18:11 AM,1,2,72,1453,59,WB
7,15,9:19:08 AM,1,2,64,1669,57,WB
7,15,9:20:13 AM,1,3,0,1650,65,WB
7,15,9:21:47 AM,1,9,62,6410,94,WB
7,15,9:22:32 AM,1,2,71,1465,45,WB
7,15,9:23:17 AM,1,3,70,3872,45,WB
7,15,9:23:19 AM,1,3,70,1762,2,WB
7,15,9:24:03 AM,1,2,72,1276,44,WB
7,15,9:25:07 AM,1,3,75,1705,64,WB
7,15,9:25:51 AM,1,2,64,1340,44,WB
7,15,9:26:54 AM,1,3,60,1422,63,WB
7,15,9:27:40 AM,1,2,74,1462,46,WB
7,15,9:28:17 AM,1,3,61,1590,37,WB
7,15,9:29:00 AM,1,2,65,1448,43,WB
7,15,9:29:05 AM,1,3,71,1735,5,WB
7,15,9:29:08 AM,1,3,79,1820,3,WB
7,15,9:30:21 AM,1,2,55,1278,73,WB
7,15,9:30:27 AM,1,2,61,1478,6,WB
7,15,9:31:57 AM,1,2,79,1582,90,WB
7,15,9:32:20 AM,1,2,73,1347,23,WB
7,15,9:33:21 AM,1,3,69,1793,61,WB
7,15,9:33:39 AM,1,2,68,1445,18,WB
7,15,9:34:55 AM,1,3,50,4391,76,WB
7,15,9:34:56 AM,1,2,54,1488,1,WB
7,15,9:34:59 AM,1,2,54,1523,3,WB
7,15,9:35:02 AM,1,2,51,1676,3,WB
7,15,9:35:36 AM,1,2,61,1429,34,WB
7,15,9:36:17 AM,1,2,60,1448,41,WB
7,15,9:37:18 AM,1,2,70,1306,61,WB
7,15,9:37:23 AM,1,2,0,756,5,WB
7,15,9:37:45 AM,1,2,70,1239,22,WB
7,15,9:37:48 AM,1,2,68,1375,3,WB
7,15,9:38:20 AM,1,2,44,1374,32,WB
7,15,9:38:25 AM,1,3,67,1412,5,WB
7,15,9:38:31 AM,1,3,72,1579,6,WB
7,15,9:39:30 AM,1,2,75,1117,59,WB
7,15,9:39:44 AM,1,2,73,1477,14,WB
7,15,9:40:06 AM,1,2,57,1478,22,WB
7,15,9:40:44 AM,1,2,75,1572,38,WB
7,15,9:40:49 AM,1,2,74,1380,5,WB
7,15,9:41:24 AM,1,2,68,1466,35,WB
7,15,9:42:06 AM,1,2,72,1453,42,WB
7,15,9:43:03 AM,1,3,81,1718,57,WB
7,15,9:43:09 AM,1,2,71,1476,6,WB
7,15,9:43:12 AM,1,3,81,1844,3,WB
7,15,9:43:43 AM,1,3,67,1607,31,WB
7,15,9:43:46 AM,1,3,62,2971,3,WB
7,15,9:43:53 AM,1,2,63,1301,7,WB
7,15,9:44:16 AM,1,2,69,1295,23,WB
7,15,9:45:11 AM,1,2,77,1410,55,WB
7,15,9:45:31 AM,1,3,66,3547,20,WB
7,15,9:46:22 AM,1,2,61,1490,51,WB
7,15,9:47:40 AM,1,2,72,1400,78,WB
7,15,9:48:21 AM,1,3,57,3945,41,WB
7,15,9:48:22 AM,1,3,55,1443,1,WB
7,15,9:48:23 AM,1,2,61,1209,1,WB
7,15,9:48:24 AM,1,3,64,1868,1,WB
7,15,9:48:26 AM,1,3,64,1708,2,WB
7,15,9:48:37 AM,1,3,52,1675,11,WB
7,15,9:48:55 AM,1,2,72,1499,18,WB
7,15,9:49:18 AM,1,3,72,1664,23,WB
7,15,9:51:53 AM,1,5,63,4677,155,WB
7,15,9:53:16 AM,1,2,68,1325,83,WB
7,15,9:53:19 AM,1,2,68,1430,3,WB
7,15,9:53:25 AM,1,2,68,1416,6,WB
7,15,9:53:29 AM,1,2,76,1367,4,WB
7,15,9:54:04 AM,1,2,68,1375,35,WB
7,15,9:54:52 AM,1,2,62,1497,48,WB
7,15,9:55:13 AM,1,2,73,1341,21,WB
7,15,9:55:27 AM,1,3,73,1682,14,WB
7,15,9:55:34 AM,1,2,76,1541,7,WB
7,15,9:55:36 AM,1,2,77,1501,2,WB
7,15,9:57:34 AM,1,2,53,1457,118,WB
7,15,9:57:55 AM,1,3,72,1669,21,WB
7,15,9:58:37 AM,1,3,54,4121,42,WB
7,15,9:58:50 AM,1,2,70,1379,13,WB
7,15,9:58:54 AM,1,2,71,1375,4,WB
7,15,9:59:30 AM,1,3,72,1721,36,WB
7,15,9:59:35 AM,1,2,74,1495,5,WB
7,15,9:59:36 AM,1,3,72,1807,1,WB
7,16,9:00:06 AM,1,3,54,4426,52,WB
7,16,9:00:20 AM,1,5,60,5165,14,WB
7,16,9:00:22 AM,1,2,65,1461,2,WB
7,16,9:00:26 AM,1,2,64,1448,4,WB
7,16,9:00:28 AM,1,3,63,2342,2,WB
7,16,9:01:07 AM,1,3,63,1454,39,WB
7,16,9:01:33 AM,1,3,63,1645,26,WB
7,16,9:01:43 AM,1,2,71,1213,10,WB
7,16,9:02:33 AM,1,3,75,2009,50,WB
7,16,9:02:52 AM,1,2,77,1402,19,WB
7,16,9:03:14 AM,1,2,63,1493,22,WB
7,16,9:03:28 AM,1,3,80,1844,14,WB
7,16,9:03:32 AM,1,3,74,1975,4,WB
7,16,9:03:33 AM,1,1,0,408,1,WB
7,16,9:03:43 AM,1,2,85,1543,10,WB
7,16,9:04:11 AM,1,3,69,1788,28,WB
7,16,9:05:09 AM,1,3,71,1636,58,WB
7,16,9:05:18 AM,1,2,75,1472,9,WB
7,16,9:07:02 AM,1,2,66,1376,104,WB
7,16,9:07:22 AM,1,2,63,1473,20,WB
7,16,9:08:13 AM,1,2,64,1382,51,WB
7,16,9:08:26 AM,1,2,70,1586,13,WB
7,16,9:08:52 AM,1,3,76,1760,26,WB
7,16,9:08:59 AM,1,2,70,1332,7,WB
7,16,9:10:20 AM,1,3,84,1503,81,WB
7,16,9:11:51 AM,1,5,63,4780,91,WB
7,16,9:12:29 AM,1,2,70,1379,38,WB
7,16,9:12:40 AM,1,2,60,2303,11,WB
7,16,9:13:20 AM,1,2,76,1524,40,WB
7,16,9:14:13 AM,1,2,77,1589,53,WB
7,16,9:14:15 AM,1,3,61,1885,2,WB
7,16,9:14:30 AM,1,3,69,1732,#REF!,WB
7,16,9:14:31 AM,1,2,69,1578,1,WB
7,16,9:14:37 AM,1,3,63,1667,6,WB
7,16,9:14:41 AM,1,2,71,1565,4,WB
7,16,9:15:13 AM,1,3,71,1665,32,WB
7,16,9:15:17 AM,1,2,72,1419,4,WB
7,16,9:15:37 AM,1,2,64,1457,20,WB
7,16,9:15:43 AM,1,3,63,1835,6,WB
7,16,9:17:43 AM,1,2,63,1470,120,WB
7,16,9:17:57 AM,1,2,72,1504,14,WB
7,16,9:18:05 AM,1,3,66,1728,8,WB
7,16,9:18:35 AM,1,3,73,1650,30,WB
7,16,9:18:38 AM,1,2,74,1659,3,WB
7,16,9:18:50 AM,1,2,0,1218,12,WB
7,16,9:18:51 AM,1,3,71,1703,1,WB
7,16,9:18:58 AM,1,3,75,1635,7,WB
7,16,9:20:27 AM,1,10,64,7154,89,WB
7,16,9:20:30 AM,1,5,69,1763,3,WB
7,16,9:20:56 AM,1,2,74,1593,26,WB
7,16,9:21:34 AM,1,2,68,1440,38,WB
7,16,9:21:35 AM,1,2,68,1441,1,WB
7,16,9:22:17 AM,1,3,71,1839,42,WB
7,16,9:23:46 AM,1,3,68,1725,89,WB
7,16,9:24:24 AM,1,10,65,7032,38,WB
7,16,9:25:20 AM,1,6,63,2570,56,WB
7,16,9:25:24 AM,1,3,75,1679,4,WB
7,16,9:25:43 AM,1,3,70,3034,19,WB
7,16,9:25:51 AM,1,3,67,1567,8,WB
7,16,9:27:41 AM,1,2,73,1612,110,WB
7,16,9:27:57 AM,1,3,68,1655,16,WB
7,16,9:27:58 AM,1,2,68,1290,1,WB
7,16,9:29:59 AM,1,3,59,1706,121,WB
7,16,9:30:17 AM,1,3,68,1698,18,WB
7,16,9:30:22 AM,1,2,72,2980,5,WB
7,16,9:30:36 AM,1,3,68,1628,14,WB
7,16,9:30:54 AM,1,2,60,1463,18,WB
7,16,9:30:55 AM,1,3,62,2427,1,WB
7,16,9:30:57 AM,1,2,61,1425,2,WB
7,16,9:30:58 AM,1,2,64,1651,1,WB
7,16,9:31:05 AM,1,2,61,1498,7,WB
7,16,9:32:35 AM,1,9,64,4911,90,WB
7,16,9:32:55 AM,1,2,69,1504,20,WB
7,16,9:32:57 AM,1,2,69,1557,2,WB
7,16,9:33:01 AM,1,2,71,1484,4,WB
